line,class_value
        short_id = BUILD_MESSAGE_ID(bytes->data)_,0
"        g_byte_array_free(bytes, TRUE)_",0
"        col_add_fstr(pinfo->cinfo, COL_INFO, ""Chunked packet: id: %s, number %u, count %u"", message_id,",0
"                     number, count)_",0
"        data_len = tvb_captured_length_remaining(tvb, 12)_",0
        more_frags = (count == number + 1) ? FALSE : TRUE_,0
        // reasembly,0
"        fd_head = fragment_add_seq_check(&gelf_udp_reassembly_table, tvb, 12, pinfo, short_id, NULL, number,",0
"                                         data_len, more_frags)_",0
        if (fd_head != NULL) {,0
            tvbuff_t *newtvb_,0
"            newtvb = process_reassembled_data(tvb, 12, pinfo, ""Reassembled GELF"", fd_head,",0
"                                              &gelf_fragment_items, NULL, gelf_tree)_",0
            if (newtvb != NULL) {,0
"                guint16 newheader = tvb_get_ntohs(newtvb, 0)_",0
"                dissect_gelf_simple_udp(newtvb, pinfo, tree, data, newheader, FALSE)_",0
           },0
        return tvb_captured_length(tvb)_,0
    } else {,1
"        proto_tree_add_boolean(gelf_tree, hf_gelf_pdu_chunked, tvb, 0, 2, FALSE)_",0
"        return dissect_gelf_simple_udp(tvb, pinfo, tree, data, header, TRUE)_",0
static gboolean,1
"dissect_gelf_heur_udp(tvbuff_t *tvb, packet_info *pinfo, proto_tree *tree, void *data)",0
        return TRUE_,1
        return FALSE_,1
void,1
proto_register_gelf(void),0
    static  hf_register_info hf[] = {,0
"        { &hf_gelf_pdu_type,",0
            {,1
"                ""GELF Type"", ""gelf.type"", FT_UINT16,",0
"                BASE_HEX, VALS(gelf_udp_types), 0x0,",0
"                NULL, HFILL",0
"        },",1
"        { &hf_gelf_pdu_message_id,",0
"                ""Message id"", ""gelf.chunk.msg_id"", FT_BYTES,",0
"                BASE_NONE, NULL, 0x0,",0
"        { &hf_gelf_pdu_chunk_number,",0
"                ""Chunk number"", ""gelf.chunk.number"", FT_UINT8,",0
"                BASE_DEC, NULL, 0x0,",0
"        { &hf_gelf_pdu_chunk_count,",0
"                ""Chunk count"", ""gelf.chunk.count"", FT_UINT8,",0
"        /* Fragmentation */,",0
"        { &hf_gelf_fragments,",0
"                ""GELF fragments"", ""gelf.fragments"", FT_NONE, BASE_NONE,",0
"                NULL, 0x00, NULL, HFILL",0
"        { &hf_gelf_fragment,",0
"                ""GELF fragment"", ""gelf.fragment"", FT_FRAMENUM, BASE_NONE,",0
"        { &hf_gelf_fragment_overlap,",0
"                ""GELF fragment overlap"", ""gelf.fragment.overlap"", FT_BOOLEAN,",0
"                BASE_NONE, NULL, 0x00, NULL, HFILL",0
"        { &hf_gelf_fragment_overlap_conflict,",0
"                ""GELF fragment overlapping with conflicting data"",",0
"                ""gelf.fragment.overlap.conflicts"", FT_BOOLEAN, BASE_NONE,",0
"        { &hf_gelf_fragment_multiple_tails,",0
"                ""GELF has multiple tail fragments"",",0
"                ""gelf.fragment.multiple_tails"", FT_BOOLEAN, BASE_NONE,",0
"        { &hf_gelf_fragment_too_long_fragment,",0
"                ""GELF fragment too long"", ""gelf.fragment.too_long_fragment"",",0
"                FT_BOOLEAN, BASE_NONE, NULL, 0x00, NULL, HFILL",0
"        { &hf_gelf_fragment_error,",0
"                ""GELF defragmentation error"", ""gelf.fragment.error"", FT_FRAMENUM,",0
"        { &hf_gelf_fragment_count,",0
"                ""GELF fragment count"", ""gelf.fragment.count"", FT_UINT32, BASE_DEC,",0
"        { &hf_gelf_reassembled_in,",0
"                ""Reassembled GELF in frame"", ""gelf.reassembled.in"", FT_FRAMENUM, BASE_NONE,",0
"                NULL, 0x00, ""This GELF packet is reassembled in this frame"", HFILL",0
"        { &hf_gelf_reassembled_length,",0
"                ""Reassembled GELF length"", ""gelf.reassembled.length"", FT_UINT32, BASE_DEC,",0
"                NULL, 0x00, ""The total length of the reassembled payload"", HFILL",0
    }_,1
    static gint *ett[] = {,1
"        &ett_gelf,",0
"        &ett_gelf_fragment,",0
        &ett_gelf_fragments,0
"    proto_gelf = proto_register_protocol(""Graylog Extended Log Format"", ""GELF"", ""gelf"")_",0
"    gelf_udp_handle = register_dissector(""gelf-udp"", dissect_gelf_udp, proto_gelf)_",0
"    proto_register_field_array(proto_gelf, hf, array_length(hf))_",0
"    proto_register_subtree_array(ett, array_length(ett))_",1
"    reassembly_table_register(&gelf_udp_reassembly_table, &addresses_reassembly_table_functions)_",0
proto_reg_handoff_gelf(void),0
"    dissector_add_for_decode_as(""udp.port"", gelf_udp_handle)_",0
"    heur_dissector_add(""udp"", dissect_gelf_heur_udp,  ""GELF over UDP"", ""gelf_udp"", proto_gelf,",0
"    json_handle = find_dissector_add_dependency(""json"", proto_gelf)_",0
/*,1
 * Editor modelines  -  https://www.wireshark.org/tools/modelines.html,0
 * Local variables:,1
 * c-basic-offset: 4,1
 * tab-width: 8,1
 * indent-tabs-mode: nil,1
 * End:,1
 * vi: set shiftwidth=4 tabstop=8 expandtab:,1
 * :indentSize=4:tabSize=8:noTabs=true:,1
"	proto_gelf = proto_register_protocol(""Graylog Extended Log Format"", ""GELF"", ""gelf"")_",0
is amended. Using the same Change-Id on two complete different changes makes them,0
actually the same change. This is useful if you pushed a version of your patch,0
that for some reason needs to be completely re-worked. Instead of abandoning the,0
"first and pushing a new one, you can re-use the Change-Id, taking over the first",0
"version. This approach can sound a bit puzzling at the beginning, but it's just",0
"an alternative way: instead of making a review ""branch-centric"", Gerrit requires",0
"      tvb_memcpy(parameter_tvb, padded_nsap_bytes, 0, tvb_len)_",0
    }else{,0
				),0
        g_free(executable_path)_,0
        execname = rp_execname_,0
    xx_free(rp_execname)_,0
"        { 1, ""subType 1"" },",0
    guint8 subType_ ,0
"        proto_tree_add_item(tree, hf_ex_avaya_state, tvb, offset, 3, ENC_BIG_ENDIAN)_",0
    case OUI_AVAYA_EXTREME:,0
#define OUI_AVAYA_EXTREME   0x00040D    /* avaya extreme access point */,0
"        proto_tree_add_expert(tree, pinfo, &ei_usb_usbpcap_unknown_urb, tvb, 22, 1)_",0
        // when both the C run-time file descriptor (out_fd) and the extcap_control_out_h are closed.,0
            if (fi->value.value.uinteger),0
k4(uat_btmesh_record_t *key_set),0
label_uuid_hash(uat_btmesh_label_uuid_record_t *label_uuid_record),0
    return FALSE_,1
void extcap_free_toolbar_control(iface_toolbar_control *control)_,1
    sd.show()_,0
"        win:append("" with "" .. eyes .."" eyes and "" .. hair .. "" hair."")_",0
"    - if [ -f run/dumpcap ]_ then setcap ""CAP_NET_RAW+eip CAP_NET_ADMIN+eip"" run/dumpcap_ fi",0
    - cmake -GNinja -DCMAKE_CC=$CC -DCMAKE_CXX=$CXX $CMAKE_ADDITIONAL_OPTIONS ..,0
"    PCAP: ""OFF""",1
"		nds_prot_flags=tvb_get_letohs(tvb, 22)_",0
  column_info* cinfo = pinfo->cinfo_,1
"    proto_tree_add_uint_bits_format_value(p4_tree, hf_iso14443_cid,",0
         * we can reclaim them.,0
#define PNDCP_SUBOPTION_DHCP_CONTROL_FOR_ADDRESS_RES 255  ,0
        offset += 1_ //SuboptionDHCP ,0
        guint32 id = p_rlc_nr_info->direction + (sn<<1) + (p_rlc_nr_info->ueid<<19) + (p_rlc_nr_info->bearerId<<27)_,0
"        proto_tree_add_bitmask(tree, tvb, offset, hf_as_ep_gen_bmattributes, ett_as_ep_gen_attributes, v1_attributes, ENC_LITTLE_ENDIAN)_",1
"    return wmem_tree_lookup32_array(q_ctx->data_requests, cmd_key)_",1
    //struct tcpinfo *tcpinfo = (struct tcpinfo *) data_,0
            goto done_,1
"            ""Whether to validate the PDU data digest or not.  "",",0
            goto not_found_,1
"            val_to_str(offset_in_string, prop_offset_tbl, ""Unknown Property""))_",0
    data_key = tcpinfo->seq + offset_,0
        if (!cmd_ctx) {,1
    PROTO_ITEM_SET_GENERATED(cmd_ref_item)_,1
"        return val_to_str(opcode, aq_opc_tbl, ""Reserved"")_",1
"#define NVME_TCP_PORT_RANGE    ""4420"" /* IANA registered */",0
"    { 0xc,""Reserved"" },",0
	return ((opcode == NVME_IOQ_OPC_FLUSH) ||,0
	if (qid),0
"	net_id_len = tvb_get_guint8(tvb, curr_offset++)_",1
	guint an_type_,1
"		guint apn_len, ui_",1
"	proto_tree_add_item(tree, hf_gsup_an_type, tvb, offset, 1, ENC_NA)_",1
"		proto_tree_add_item(tree, hf_gsup_ie_payload, ss_tvb, 0, tvb_captured_length(ss_tvb), ENC_NA)_",1
"		wmem_free(wmem_packet_scope(), str)_",1
"			proto_tree_add_item(tree, hf_gsup_source_name_text, tvb, offset, ie_len, ENC_ASCII|ENC_NA)_",1
"			proto_tree_add_item(tree, hf_gsup_destination_name_text, tvb, offset, ie_len, ENC_ASCII|ENC_NA)_",1
/* Retry Packet dissection for draft -13 and newer. */,0
static const value_string protected_he_action_vals[] = {,0
              for (f = i_ f <  i + ((bitmap_size == 4 ? 4 : 8) * 8)_ f++) {,0
static const true_false_string ht_info_dual_cts_protection_flag = {,0
"  proto_tree_add_uint_format(tree, hf_he_qtp_control, tvb, offset, 1, control,",0
"  item = proto_tree_add_uint_format(tree, hf_ieee80211_ff_he_action, tvb, offset, 1, he_action,",0
%(DEFAULT_BODY)s,0
"                proto_item_append_text(item, "" not available in the old MME/SGSN/AMF"")_",0
            key[1] = pinfo->rec->rec_header.packet_header.interface_id_,0
"								 ""Try heuristic sub-dissectors first"",",0
  nr_drb_mapping_t *mapping = &nr_rrc_get_private_data(actx)->drb_mapping_,1
"	//{ FRR_ZAPI6_IPV4_ROUTE_IPV6_NEXTHOP_ADD,""Add IPv6 nexthop for IPv4 Route"" },",0
"		[CBSP_IEI_MSG_CONTENT] =		{ TLV_TYPE_TLV, 0 },",0
"	call_dissector(gsm_cbs_handle, next_tvb, pinfo, tree)_",0
			len_len = 0_,0
"			proto_tree_add_item(att_tree, hf_cbsp_dcs, tvb, offset, len, ENC_NA)_",0
"    { TUNNEL_TYPE_L2TP_OVER_IP, ""L2TP_OVER_IP"" },",1
"    { TUNNEL_TYPE_MPLS_IN_IP,   ""MPLS-in-IP tunnel with IPsec Transport Mode"" },",1
"    { TUNNEL_TYPE_IP_IN_IP,     ""IP_IN_IP"" },",1
"                               ""         %d: %s"", lastError, win32strerror(lastError))_",1
"                           pipename, lastError, win32strerror(lastError))_",1
"                   lastError, win32strerror(lastError))_",1
"  set_property(TARGET pcap::pcap APPEND PROPERTY IMPORTED_LOCATION ""${PCAP_LIBRARIES}"")",1
if(ENABLE_SPEEXDSP AND NOT SPEEXDSP_FOUND),1
"    g_string_append(str, "", without SpeexDSP (using built-in)"")_",0
* The build system now produces reproducible builds (wsbuglink:15163[]).,0
static gboolean docsis_didssect_encrypted_frames = FALSE_,0
"							 guint8 exthdr, guint16 mac_parm, guint16 len_sid, guint16 *payload_length, gboolean *is_encrypted)",0
"										 ENC_BIG_ENDIAN, is_encrypted)_",0
		if(is_encrypted && !docsis_didssect_encrypted_frames),0
		${WIN_WS2_32_LIBRARY},0
  mapping->rlcMode = RLC_UM_MODE_,1
  mapping->rlcMode = RLC_AM_MODE_,1
"                                  guint8 direction _U_,",1
"  memset(&drb_mapping, 0, sizeof(drb_mapping))_",0
  if (mapping != NULL) {,0
#.FN_BODY UL-UM-RLC,1
#.FN_BODY DL-UM-RLC,1
#.FN_BODY UL-AM-RLC,1
#.FN_BODY DL-AM-RLC,1
#.FN_BODY SN-FieldLengthUM  VAL_PTR=&value,0
#.FN_BODY SN-FieldLengthAM  VAL_PTR=&value,0
static nr_drb_mapping_t* private_data_get_drb_mapping(asn1_ctx_t *actx),0
                /* Set seqnum_length and rlc_ext_li_field */,1
        /* Set seqnum_length and rlc_ext_li_field */,1
"        set_rlc_seqnum_length(*rlc_bearer_type, direction, seqnum_length)_",0
            if ((lcid >= 2) && (lcid <= 32)) {,1
        if ((lcid < 3) || (lcid > 32)) {,1
    guint8     rlc_sn_length_        /* Part of RLC config - optional */,1
"	ret = p_pcap_findalldevs(a, errbuf)_",0
	ret = p_pcap_lookupdev(errbuf)_,0
	 * by pcap_geterr is atleast of size PCAP_ERRBUF_SIZE?,0
"	ret = p_pcap_lookupnet(a, b, c, errbuf)_",0
"	p = p_pcap_open_live(a, b, c, d, errbuf)_",1
"	ret = p_pcap_open(a, b, c, d, e, errbuf)_",0
"	ret = p_pcap_findalldevs_ex(a, b, c, errbuf)_",0
"	ret = p_pcap_createsrcstr(a, b, c, d, e, errbuf)_",0
"	p = p_pcap_create(a, errbuf)_",0
    if (p_pcap_statustostr != NULL) {,0
endif(),1
  find_program(PCAP_CONFIG pcap-config),0
    # It could also be empty if the default include dir is in use.,0
find_path(PCAP_INCLUDE_DIR,0
  set(PCAP_LIBRARIES ${PCAP_LIBRARY}),0
"    string(REGEX REPLACE ""-I"" """" PCAP_CONFIG_INCLUDE_DIRS ""${PCAP_CONFIG_OUTPUT}"")",1
# XXX this is not needed for Wireshark because of FindWSWinLibs,0
mark_as_advanced(PCAP_INCLUDE_DIRS PCAP_LIBRARIES),1
"			proto_tree_add_uint(nfl_tree, hf_nfs4_nfl_util_stripe_size, tvb, offset, 4, nfl_util&NFL4_UFLG_STRIPE_UNIT_SIZE_MASK)_",0
 /*,0
DIAG_OFF(frame - larger - than = ),0
DIAG_ON(frame - larger - than = ),0
    //menu_recent_file_write_all,0
"    connect(this, SIGNAL(filterAction(QString, FilterAction::Action, FilterAction::ActionType)),",0
"        main_ui_->statusBar, SLOT(pushFilterStatus(const QString&)))_",0
"    connect(funnel_statistics_, SIGNAL(openCaptureFile(QString, QString)),",0
"        main_ui_->statusBar, SLOT(pushTemporaryStatus(const QString&)))_",0
 /** @defgroup main_window_group Main window,0
 // Qt 5.5.0 + Visual C++ 2013,0
"	iec870_module = prefs_register_protocol(proto_iec870_asdu, NULL)_",0
void proto_register_iec104apci(void)_,0
/* IEC-104 comment: Fields are little endian. */,0
	/* Support both 16 and 24-bit IOA addresses */,0
	size_t Ind_,0
	/* 'ASDU Details': ROOT ITEM */,1
	/* Check that this is actually a IEC 101 packet. */,0
"#include ""tfs.h""",0
"      //proto_tree_add_item(subtree, hf_isakmp_auth_digital_sig_asn1_data, tvb, offset, asn1_len, ENC_BIG_ENDIAN)_",0
} digital_signature_algo_,0
"      ti = proto_tree_add_bytes_item(subtree, hf_isakmp_auth_digital_sig_asn1_data, tvb, offset, asn1_len, ENC_BIG_ENDIAN, asn1_data, NULL, NULL)_",0
  gchar     *strptr_,0
"      proto_tree_add_item(subtree, hf_isakmp_auth_digital_sig_value, tvb, offset, length, ENC_NA)_",0
typedef struct _digital_signature_algo {,0
  guint8    length_,0
    (void)source_,0
"WS_DLL_PUBLIC void prefs_set_custom_value(pref_t *pref, const char *value, pref_source_t source)_",0
    /* XXX - what to do with the changed flags or the source? */,0
"            prefs_set_custom_value(item->getPref(), value.toString().toStdString().c_str(), pref_stashed)_",0
"  wmem_free(wmem_packet_scope(), vendor_context)_",1
  vendor_context = (eap_vendor_context *)g_malloc(sizeof(eap_vendor_context))_,1
        // --arg= for an empty argument) and may indicate a bug.,0
        return WS_INVALID_PID_,0
        if (!*args[i]) {,0
    for (int i = 0_ i < argc_ i++) {,0
        // XXX remove this? The caller violated contract.,0
        if (!args[i]) {,0
        return tvb_reported_length(tvb)_,1
            pinfo->can_desegment++_,0
"          { ""Source Address"", ""proxy.v1.src_addr_ipv4"",",1
"            NULL, HFILL }",1
"    guint32 offset, guint len _U_,",0
"            memcpy(uncompr + (total_out - pass_out), strmbuf, pass_out)_",0
"echo ""libmaxminddb-dev is unavailable"" >&2",0
add_package ADDITIONAL_LIST brotli-devel || add_packages ADDITIONAL_LIST libbrotli-devel libbrotlidec1 ||,0
#define TVB_BROTLI_MAX_BUFSIZ 1048576 * 10,1
                return NULL_,1
            needs_more_output = 1_,0
            uncompr = new_data_,1
"        key_file = os.path.join(dirs.key_dir, 'http2-brotli.keys')",1
"$Win32CurrentTag = ""2019-04-01""",1
),1
  /usr/lib,1
        BrotliDecoderResult result = BrotliDecoderDecompressStream(,0
"                '-d', 'tcp.port==80,http',",0
"                '-d', 'tcp.port==443,tls',",1
    /* TODO: currently only draft status: draft-yeung-g-ikev2-15 */,0
#define TAG_FINE_TIME_MEASUREMENT_PARAM 206,0
"    - export PYTEST_ADDOPTS=--skip-missing-programs=dumpcap,rawshark",0
"            g_log(LOG_DOMAIN_CAPTURE, G_LOG_LEVEL_WARNING, ""Empty argument in arguments list"")_",0
        DWORD error = GetLastError()_,1
        g_free(argv[0])_,0
"        stdout_overlapped.hEvent = CreateEvent(NULL, TRUE, FALSE, NULL)_",1
"                    if (!ReadFile(child_stdout_rd, &stderr_buffer[0], BUFFER_SIZE, NULL, &stderr_overlapped))",1
"            HANDLE handles[] = { stdout_overlapped.hEvent, stderr_overlapped.hEvent, processInfo.hProcess }_",1
        for (__),1
"(Windows or Linux, x86 or x64).",1
that further data is available on request. Large files may annoy people on the,1
        item += (str(i) + ' sec').encode('utf-8'),1
"    def test_tshark_extcap_interfaces(self, cmd_tshark, program_path):",0
"                    proto_tree_add_string(tree, hf_isakmp_notify_data_3gpp_device_identity_imeisv, tvb, offset, length, imeisv_str)_",0
			/* Payload Octet 8-n - Identity value */,0
"                    proto_item_append_text(item, ""[%u Zero bits not present, but displayed]"", zero_bits_omitted)_",0
"            item = proto_tree_add_item(parent_tree, hf_id, tvb, offset, len, ENC_BIG_ENDIAN)_",0
"                        proto_item_append_text(item, ""[%u Zero bits not encoded, but displayed]"", zero_bits_omitted)_",0
"    return g_regex_match_simple(pattern, subject, (GRegexCompileFlags) (G_REGEX_CASELESS), (GRegexMatchFlags)0)_",0
